query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	neig1_id	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier
[CARD]gb|APB03214.1|ARO:3003980|tetA(58)	AF-Q5FA61-F1-model_v6	22.2	5.34e-18	343	251	230	775	1	227	6	235	0.6705539358600583	0.9163346613545816	Q5FA61	CARD	gb|APB03214.1|ARO:3003980|tetA(58)	ARO:3003980	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tetA(58)	True	True	90-100%	<30% cryptic
[CARD]gb|CAA09666.1|ARO:3004122|Kpne_OmpK37	AF-Q5FA65-F1-model_v6	9.4	1.644e-07	374	288	371	351	2	288	4	374	0.9919786096256684	1.0	Q5FA65	CARD	gb|CAA09666.1|ARO:3004122|Kpne_OmpK37	ARO:3004122	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Kpne_OmpK37	True	False	90-100%	<30% cryptic
[CARD]gb|AAF94731.1|ARO:3004364|almG	AF-Q5FA75-F1-model_v6	17.8	5.493e-16	273	293	280	706	4	283	2	273	1.0	0.9556313993174061	Q5FA75	CARD	gb|AAF94731.1|ARO:3004364|almG	ARO:3004364	lipid A acyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almG	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|A0A0H4TXY1|TET55_UNKP	AF-Q5FA82-F1-model_v6	15.2	2.778e-12	385	361	358	532	2	359	54	384	0.9298701298701298	0.9916897506925207	Q5FA82	SWISSPROT	sp|A0A0H4TXY1|TET55_UNKP		Flavin-dependent monooxygenase			TET55_UNKP	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|C7F8K6|ADET1_ACIBA	AF-Q5FA83-F1-model_v6	9.0	2.768e-06	304	311	293	298	19	311	10	293	0.9638157894736842	0.9421221864951769	Q5FA83	SWISSPROT	sp|C7F8K6|ADET1_ACIBA		Probable solute-binding protein AdeT1			ADET1_ACIBA	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P0AEJ1|EMRB_ECO57	AF-Q5FA87-F1-model_v6	11.3	2.791e-09	512	407	492	594	1	403	1	492	0.9609375	1.0	Q5FA87	SWISSPROT	sp|P0AEJ1|EMRB_ECO57		Multidrug export protein EmrB			EMRB_ECO57	True	False	90-100%	<30% cryptic
[CARD]gb|CAA90432.1|ARO:3003026|fusH	AF-Q5FA91-F1-model_v6	9.2	9.642e-09	509	499	433	444	61	493	44	451	0.8506876227897839	0.8677354709418837	Q5FA91	CARD	gb|CAA90432.1|ARO:3003026|fusH	ARO:3003026	fusidic acid inactivation enzyme	fusidane antibiotic	antibiotic inactivation	fusH	True	True	70-90%	<30% cryptic
[CARD]gb|AAK37619.1|ARO:3000481|tet(35)	AF-Q5FA93-F1-model_v6	52.1	8.601999999999999e-23	369	506	365	1268	165	504	1	365	0.989159891598916	0.7213438735177866	Q5FA93	CARD	gb|AAK37619.1|ARO:3000481|tet(35)	ARO:3000481	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	tet(35)	False	False	70-90%	50-70% moderate
[SWISSPROT]sp|Q9HZK0|NAGZ_PSEAE	AF-Q5FA94-F1-model_v6	42.3	1.506e-35	332	361	337	1479	8	344	2	327	1.0	0.9335180055401662	Q5FA94	SWISSPROT	sp|Q9HZK0|NAGZ_PSEAE		Beta-hexosaminidase			NAGZ_PSEAE	False	False	90-100%	30-50% remote
[SWISSPROT]sp|P52477|MEXA_PSEAE	AF-Q5FAA4-F1-model_v6	14.3	1.258e-12	383	424	408	598	1	408	2	288	1.0	0.9622641509433962	Q5FAA4	SWISSPROT	sp|P52477|MEXA_PSEAE		Multidrug resistance protein MexA			MEXA_PSEAE	True	False	90-100%	<30% cryptic
[CARD]gb|AAD51347.1|ARO:3003067|smeS	AF-Q5FAB5-F1-model_v6	19.5	1.0740000000000001e-20	467	416	421	887	2	412	45	465	0.9014989293361885	1.0	Q5FAB5	CARD	gb|AAD51347.1|ARO:3003067|smeS	ARO:3003067	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic;cephalosporin;penicillin beta-lactam	antibiotic efflux	smeS	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P45161|DACB_HAEIN	AF-Q5FAB9-F1-model_v6	23.3	6.084e-34	479	469	464	1423	1	445	5	468	0.9686847599164927	0.9893390191897654	Q5FAB9	SWISSPROT	sp|P45161|DACB_HAEIN		D-alanyl-D-alanine carboxypeptidase DacB			DACB_HAEIN	True	False	90-100%	<30% cryptic
[CARD]gb|AAF94731.1|ARO:3004364|almG	AF-Q5FAC1-F1-model_v6	17.6	7.254e-16	273	282	279	701	2	280	3	273	1.0	0.9893617021276596	Q5FAC1	CARD	gb|AAF94731.1|ARO:3004364|almG	ARO:3004364	lipid A acyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almG	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5FAC2-F1-model_v6	13.1	1.829e-08	363	354	357	392	2	340	3	359	0.9834710743801653	1.0	Q5FAC2	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P0A6N3|EFTU_ECO57	AF-Q5FAC6-F1-model_v6	15.5	4.731e-07	394	209	203	330	15	209	1	203	0.5152284263959391	0.9712918660287081	Q5FAC6	SWISSPROT	sp|P0A6N3|EFTU_ECO57		Elongation factor Tu			EFTU_ECO57	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|Q1RKC5|PBPA_RICBR	AF-Q5FAC7-F1-model_v6	34.0	1.124e-65	791	798	786	3116	1	779	1	786	0.9936788874841972	0.9849624060150376	Q5FAC7	SWISSPROT	sp|Q1RKC5|PBPA_RICBR		Penicillin-binding protein 1A			PBPA_RICBR	False	False	90-100%	30-50% remote
[SWISSPROT]sp|Q9I5Q5|ANMK_PSEAE	AF-Q5FAC8-F1-model_v6	8.6	2.142e-07	363	371	343	348	26	368	1	332	0.9449035812672176	0.9245283018867925	Q5FAC8	SWISSPROT	sp|Q9I5Q5|ANMK_PSEAE		Anhydro-N-acetylmuramic acid kinase			ANMK_PSEAE	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P12921|TMRB_BACSU	AF-Q5FAD3-F1-model_v6	16.3	9.209e-07	197	170	169	284	7	170	2	170	0.8578680203045685	0.9941176470588236	Q5FAD3	SWISSPROT	sp|P12921|TMRB_BACSU		Tunicamycin resistance protein			TMRB_BACSU	True	False	90-100%	<30% cryptic
[CARD]gb|ABO40886.1|ARO:3004645|dfrI	AF-Q5FAD7-F1-model_v6	12.0	5.913e-07	191	369	219	293	146	364	22	189	1.0	0.5934959349593496	Q5FAD7	CARD	gb|ABO40886.1|ARO:3004645|dfrI	ARO:3004645	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement	dfrI	True	False	50-70%	<30% cryptic
[CARD]gb|CAE00499.1|ARO:3003835|cdeA	AF-Q5FAD8-F1-model_v6	11.8	1.179e-06	441	473	420	440	1	398	9	428	0.9523809523809523	0.8879492600422833	Q5FAD8	CARD	gb|CAE00499.1|ARO:3003835|cdeA	ARO:3003835	multidrug and toxic compound extrusion (MATE) transporter	disinfecting agents and antiseptics;fluoroquinolone antibiotic	antibiotic efflux	cdeA	True	False	70-90%	<30% cryptic
[SWISSPROT]sp|Q8DPV9|AGGDS_STRR6	AF-Q5FAD9-F1-model_v6	11.6	6.841e-12	374	354	353	505	1	353	33	366	0.9438502673796791	0.9971751412429378	Q5FAD9	SWISSPROT	sp|Q8DPV9|AGGDS_STRR6		Alpha-galactosylglucosyldiacylglycerol synthase			AGGDS_STRR6	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q8DPV9|AGGDS_STRR6	AF-Q5FAE0-F1-model_v6	12.1	2.992e-10	374	388	387	441	1	387	33	370	1.0	0.9974226804123711	Q5FAE0	SWISSPROT	sp|Q8DPV9|AGGDS_STRR6		Alpha-galactosylglucosyldiacylglycerol synthase			AGGDS_STRR6	True	False	90-100%	<30% cryptic
[CARD]gb|CBL58181.1|ARO:3003918|apmA	AF-Q5FAE1-F1-model_v6	12.6	2.777e-06	274	413	221	309	199	409	15	235	0.8065693430656934	0.5351089588377724	Q5FAE1	CARD	gb|CBL58181.1|ARO:3003918|apmA	ARO:3003918	AAC(2')	aminoglycoside antibiotic	antibiotic inactivation	apmA	True	False	50-70%	<30% cryptic
[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5FAE2-F1-model_v6	16.6	1.566e-13	395	401	389	605	7	395	17	395	0.9848101265822785	0.970074812967581	Q5FAE2	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q4KC82|ARNA_PSEF5	AF-Q5FAE3-F1-model_v6	10.6	9.431e-13	668	636	622	560	141	557	1	622	0.9311377245508982	0.9779874213836478	Q5FAE3	SWISSPROT	sp|Q4KC82|ARNA_PSEF5		Bifunctional polymyxin resistance protein ArnA			ARNA_PSEF5	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|A8FRR4|ARNB_SHESH	AF-Q5FAE4-F1-model_v6	13.7	5.302e-11	388	430	397	472	29	425	2	387	1.0	0.9232558139534883	Q5FAE4	SWISSPROT	sp|A8FRR4|ARNB_SHESH		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SHESH	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P13267|DPO3_BACSU	AF-Q5FAE8-F1-model_v6	16.3	2.003e-34	1437	1144	1100	1765	1	884	329	1428	0.7654836464857342	0.9615384615384616	Q5FAE8	SWISSPROT	sp|P13267|DPO3_BACSU		DNA polymerase III PolC-type			DPO3_BACSU	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9HZ62|MUPP_PSEAE	AF-Q5FAF1-F1-model_v6	23.5	1.176e-15	226	219	221	659	1	216	1	221	0.9778761061946902	1.0	Q5FAF1	SWISSPROT	sp|Q9HZ62|MUPP_PSEAE		N-acetylmuramic acid 6-phosphate phosphatase			MUPP_PSEAE	True	False	90-100%	<30% cryptic
[CARD]gb|CDO13836.1|ARO:3005044|OmpA	AF-Q5FAF4-F1-model_v6	13.2	2.101e-07	374	227	226	358	2	227	44	219	0.6042780748663101	0.9955947136563876	Q5FAF4	CARD	gb|CDO13836.1|ARO:3005044|OmpA	ARO:3005044	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic	OmpA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|P18330|SYI1_PSEFL	AF-Q5FAF5-F1-model_v6	51.1	5.773e-96	943	929	943	4847	1	929	1	943	1.0	1.0	Q5FAF5	SWISSPROT	sp|P18330|SYI1_PSEFL		Isoleucine--tRNA ligase 1			SYI1_PSEFL	False	True	90-100%	50-70% moderate
[CARD]gb|AAB64408.1|ARO:3007050|mreA	AF-Q5FAF6-F1-model_v6	29.4	1.9710000000000002e-31	311	306	306	1224	1	306	2	304	0.9839228295819936	1.0	Q5FAF6	CARD	gb|AAB64408.1|ARO:3007050|mreA	ARO:3007050	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mreA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q8Y7I6|OATA_LISMO	AF-Q5FAF8-F1-model_v6	19.4	9.422e-19	622	624	614	1056	1	613	5	618	0.9871382636655949	0.9839743589743589	Q5FAF8	SWISSPROT	sp|Q8Y7I6|OATA_LISMO		Peptidoglycan O-acetyltransferase OatA			OATA_LISMO	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q9I5U0|MURU_PSEAE	AF-Q5FAG2-F1-model_v6	53.7	8.968000000000001e-31	224	231	229	1152	1	229	1	222	1.0	0.9913419913419913	Q5FAG2	SWISSPROT	sp|Q9I5U0|MURU_PSEAE		N-acetylmuramate alpha-1-phosphate uridylyltransferase			MURU_PSEAE	False	True	90-100%	50-70% moderate
[SWISSPROT]sp|P0A2T5|MARR_SALTI	AF-Q5FAG4-F1-model_v6	19.7	4.689e-08	144	146	142	335	3	137	1	142	0.9861111111111112	0.9726027397260274	Q5FAG4	SWISSPROT	sp|P0A2T5|MARR_SALTI		Multiple antibiotic resistance protein MarR			MARR_SALTI	True	False	90-100%	<30% cryptic
[CARD]gb|ABA71731.1|ARO:3002909|vanG	AF-Q5FAH2-F1-model_v6	17.7	3.46e-16	349	1071	343	672	1	326	1	343	0.9828080229226361	0.3202614379084967	Q5FAH2	CARD	gb|ABA71731.1|ARO:3002909|vanG	ARO:3002909	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanG	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|Q9XAK7|VANL_STRCO	AF-Q5FAH2-F1-model_v6	16.8	1.362e-15	346	1071	338	660	551	864	1	338	0.976878612716763	0.31559290382819793	Q5FAH2	SWISSPROT	sp|Q9XAK7|VANL_STRCO		Putative D-alanine--D-lactate ligase			VANL_STRCO	True	True	30-50%	<30% cryptic
[CARD]gb|AHA41500.1|ARO:3002913|vanO	AF-Q5FAH6-F1-model_v6	15.1	2.164e-13	346	453	338	571	1	318	2	339	0.976878612716763	0.7461368653421634	Q5FAH6	CARD	gb|AHA41500.1|ARO:3002913|vanO	ARO:3002913	Van ligase;glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration	vanO	True	True	70-90%	<30% cryptic
[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5FAH7-F1-model_v6	13.4	8.429e-11	341	295	335	453	1	295	1	335	0.9824046920821115	1.0	Q5FAH7	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|Q2NRV5|ARNB_SODGM	AF-Q5FAH9-F1-model_v6	10.5	2.157e-10	379	426	374	434	60	422	5	378	0.9868073878627969	0.8779342723004695	Q5FAH9	SWISSPROT	sp|Q2NRV5|ARNB_SODGM		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SODGM	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|P36979|RLMN_ECOLI	AF-Q5FAI1-F1-model_v6	11.8	8.877e-07	384	442	338	299	35	372	11	337	0.8802083333333334	0.7647058823529411	Q5FAI1	SWISSPROT	sp|P36979|RLMN_ECOLI		Dual-specificity RNA methyltransferase RlmN			RLMN_ECOLI	True	True	70-90%	<30% cryptic
[SWISSPROT]sp|Q52424|AAC2_PROST	AF-Q5FAI7-F1-model_v6	14.8	3.908e-06	178	146	155	269	1	143	1	155	0.8707865168539326	1.0	Q5FAI7	SWISSPROT	sp|Q52424|AAC2_PROST		Aminoglycoside 2'-N-acetyltransferase			AAC2_PROST	True	False	90-100%	<30% cryptic
[SWISSPROT]sp|A0QND6|DPO3B_MYCS2	AF-Q5FAJ1-F1-model_v6	21.6	5.622e-32	397	367	388	1423	1	367	8	395	0.9773299748110831	1.0	Q5FAJ1	SWISSPROT	sp|A0QND6|DPO3B_MYCS2		Beta sliding clamp			DPO3B_MYCS2	True	False	90-100%	<30% cryptic
[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5FAJ2-F1-model_v6	14.6	7.415e-06	318	518	299	271	196	494	25	313	0.940251572327044	0.5772200772200772	Q5FAJ2	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	False	50-70%	<30% cryptic
[SWISSPROT]sp|P9WFV2|SYI_MYCTO	AF-Q5FAJ3-F1-model_v6	16.8	1.8659999999999998e-29	1041	876	812	1467	1	812	6	811	0.7800192122958693	0.9269406392694064	Q5FAJ3	SWISSPROT	sp|P9WFV2|SYI_MYCTO		Isoleucine--tRNA ligase			SYI_MYCTO	True	True	90-100%	<30% cryptic
[SWISSPROT]sp|P13978|ERMC3_STAAU	AF-Q5FAJ5-F1-model_v6	13.6	7.631e-06	244	218	137	269	38	174	1	127	0.5614754098360656	0.6284403669724771	Q5FAJ5	SWISSPROT	sp|P13978|ERMC3_STAAU		rRNA adenine N-6-methyltransferase			ERMC3_STAAU	True	True	50-70%	<30% cryptic
[CARD]gb|BAA32493.1|ARO:3000423|FomA	AF-Q5FAK7-F1-model_v6	17.5	1.502e-12	266	436	264	516	21	284	1	263	0.9924812030075187	0.6055045871559633	Q5FAK7	CARD	gb|BAA32493.1|ARO:3000423|FomA	ARO:3000423	Fom phosphotransferase family	phosphonic acid antibiotic	antibiotic inactivation	FomA	True	False	50-70%	<30% cryptic
[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5FAK8-F1-model_v6	11.8	1.502e-09	306	671	281	415	414	669	23	303	0.9183006535947712	0.4187779433681073	Q5FAK8	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	True	30-50%	<30% cryptic
[SWISSPROT]sp|P43458|YMCR_STRLA	AF-Q5FAK9-F1-model_v6	13.3	1.317e-07	281	318	294	341	24	317	47	280	1.0	0.9245283018867925	Q5FAK9	SWISSPROT	sp|P43458|YMCR_STRLA		Uncharacterized HTH-type transcriptional regulator in mcrB 3			YMCR_STRLA	True	False	90-100%	<30% cryptic
[CARD]gb|AIA35096.1|ARO:3005059|LptD	AF-Q5FAL3-F1-model_v6	10.7	7.853e-07	782	725	581	382	148	725	184	764	0.7429667519181585	0.8013793103448276	Q5FAL3	CARD	gb|AIA35096.1|ARO:3005059|LptD	ARO:3005059	ATP-binding cassette (ABC) antibiotic efflux pump	aminocoumarin antibiotic;carbapenem;peptide antibiotic;rifamycin antibiotic	antibiotic efflux	LptD	True	False	70-90%	<30% cryptic
[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q9ZHY3-F1-model_v6	11.5	1.164e-06	314	362	277	300	13	268	16	292	0.8821656050955414	0.7651933701657458	Q9ZHY3	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic
