neig1_id	query	target	pident	evalue	qlen	tlen	alnlen	bits	tstart	tend	qstart	qend	qcov	tcov	query_source	query_clean	aro	gene_family	drug_class	mechanism	short_name	cryptic	has_human	tcov_tier	pident_tier	uniprot_gene	uniprot_name	amr_keywords	has_amr_kw	kegg_id	pdb_refs	mean_plddt	pident_cat	tcov_cat	kegg_pathways
Q5F8M7	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8M7-F1-model_v6	14.0	1.132e-06	318	707	273	303	24	272	29	301	0.8584905660377359	0.38613861386138615	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic	dnaX	DNA polymerase III subunit gamma/tau		False			354.0	"<30%
cryptic"	30-50%	DNA replication;Mismatch repair;Homologous recombination
Q5F8N0	[SWISSPROT]sp|C0HMD9|DHP3_ECOLX	AF-Q5F8N0-F1-model_v6	12.2	9.096e-06	263	254	261	264	16	251	1	261	0.9923954372623575	1.0	SWISSPROT	sp|C0HMD9|DHP3_ECOLX		Dihydropteroate synthase type-3			DHP3_ECOLX	True	False	90-100%	<30% cryptic	aroD	3-dehydroquinate dehydratase		False			127.5	"<30%
cryptic"	90-100%	Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids
Q5F8N1	[SWISSPROT]sp|B1MDE5|HELR_MYCA9	AF-Q5F8N1-F1-model_v6	11.0	4.177e-11	753	671	623	565	6	628	193	734	0.8273572377158035	0.9284649776453056	SWISSPROT	sp|B1MDE5|HELR_MYCA9		RNA polymerase recycling motor protein HelD/HelR			HELR_MYCA9	True	False	90-100%	<30% cryptic	rep	ATP-dependent DNA helicase Rep		False			336.0	"<30%
cryptic"	90-100%	
Q5F8Q0	[SWISSPROT]sp|Q9HWC1|COAX_PSEAE	AF-Q5F8Q0-F1-model_v6	11.8	7.077e-09	248	328	308	385	13	320	2	244	1.0	0.9390243902439024	SWISSPROT	sp|Q9HWC1|COAX_PSEAE		Type III pantothenate kinase			COAX_PSEAE	True	False	90-100%	<30% cryptic	glk	Glucokinase		False			164.5	"<30%
cryptic"	90-100%	
Q5F8R1	[CARD]gb|AAP74657.1|ARO:3000600|Erm(34)	AF-Q5F8R1-F1-model_v6	13.8	6.535e-08	281	533	221	347	191	411	25	194	0.7864768683274022	0.4146341463414634	CARD	gb|AAP74657.1|ARO:3000600|Erm(34)	ARO:3000600	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(34)	True	False	30-50%	<30% cryptic		site-specific DNA-methyltransferase (adenine-specific)		False			267.0	"<30%
cryptic"	30-50%	
Q5F8R6	[CARD]gb|CYF42523.1|ARO:3004047|kdpD	AF-Q5F8R6-F1-model_v6	9.5	2.302e-06	885	1001	695	339	311	998	12	706	0.7853107344632768	0.6943056943056943	CARD	gb|CYF42523.1|ARO:3004047|kdpD	ARO:3004047	kdpDE	aminoglycoside antibiotic	antibiotic efflux	kdpD	True	False	50-70%	<30% cryptic		type I site-specific deoxyribonuclease		False			501.0	"<30%
cryptic"	50-70%	
Q5F8R7	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8R7-F1-model_v6	19.4	8.058e-08	318	436	305	348	1	286	7	311	0.9591194968553459	0.6995412844036697	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	50-70%	<30% cryptic		Replication-associated recombination protein A		False			218.5	"<30%
cryptic"	50-70%	
Q5F8U0	[SWISSPROT]sp|Q9F5K6|AVRB_STRVR	AF-Q5F8U0-F1-model_v6	20.1	1.924e-09	287	271	190	400	1	190	116	277	0.662020905923345	0.7011070110701108	SWISSPROT	sp|Q9F5K6|AVRB_STRVR		23S rRNA (uridine(2479)-2'-O)-methyltransferase			AVRB_STRVR	True	False	70-90%	<30% cryptic				False			136.0	"<30%
cryptic"	70-90%	
Q5F8U2	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F8U2-F1-model_v6	12.8	1.845e-10	341	418	311	440	108	418	70	335	0.9120234604105572	0.7440191387559809	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	70-90%	<30% cryptic				False			209.5	"<30%
cryptic"	70-90%	
Q5F8V2	[CARD]gb|ERK40265.1|ARO:3007111|nimI	AF-Q5F8V2-F1-model_v6	14.8	9.27e-07	172	210	184	305	2	185	5	161	1.0	0.8761904761904762	CARD	gb|ERK40265.1|ARO:3007111|nimI	ARO:3007111	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation	nimI	True	True	70-90%	<30% cryptic	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase		False			105.5	"<30%
cryptic"	70-90%	Vitamin B6 metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of cofactors
Q5F8V4	[SWISSPROT]sp|P76242|NIMT_ECOLI	AF-Q5F8V4-F1-model_v6	14.1	3.772e-11	393	513	430	685	17	446	12	393	1.0	0.8382066276803118	SWISSPROT	sp|P76242|NIMT_ECOLI		2-nitroimidazole transporter			NIMT_ECOLI	True	True	70-90%	<30% cryptic				False			257.0	"<30%
cryptic"	70-90%	
Q5F8V9	[CARD]gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	AF-Q5F8V9-F1-model_v6	18.2	6.964e-18	287	315	272	725	42	313	19	287	0.9477351916376306	0.8634920634920635	CARD	gb|APB03216.1|ARO:3003982|LlmA_23S_CLI	ARO:3003982	Llm 23S ribosomal RNA methyltransferase	lincosamide antibiotic	antibiotic target alteration	LlmA_23S_CLI	True	False	70-90%	<30% cryptic				False			158.0	"<30%
cryptic"	70-90%	
Q5F8W4	[SWISSPROT]sp|Q9HY65|ARNB_PSEAE	AF-Q5F8W4-F1-model_v6	15.2	1.643e-14	382	397	367	595	48	390	14	380	0.9607329842931938	0.924433249370277	SWISSPROT	sp|Q9HY65|ARNB_PSEAE		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_PSEAE	True	True	90-100%	<30% cryptic	argD	Acetylornithine aminotransferase		False			199.0	"<30%
cryptic"	90-100%	Arginine biosynthesis;Lysine biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids
Q5F8W5	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F8W5-F1-model_v6	13.8	6.593e-06	318	414	293	273	88	380	29	249	0.9213836477987422	0.7077294685990339	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	70-90%	<30% cryptic	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX		False			207.5	"<30%
cryptic"	70-90%	
Q5F8X4	[SWISSPROT]sp|A8GDR5|ARNB_SERP5	AF-Q5F8X4-F1-model_v6	12.5	1.312e-17	384	404	379	706	6	380	2	380	0.9869791666666666	0.9381188118811881	SWISSPROT	sp|A8GDR5|ARNB_SERP5		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SERP5	True	True	90-100%	<30% cryptic	iscS	Cysteine desulfurase IscS		False			202.5	"<30%
cryptic"	90-100%	Thiamine metabolism;Metabolic pathways;Biosynthesis of cofactors;Sulfur relay system
Q5F8Y0	[SWISSPROT]sp|P0AES5|GYRA_SHIFL	AF-Q5F8Y0-F1-model_v6	53.1	5.754e-97	875	916	907	4678	10	916	2	860	1.0	0.990174672489083	SWISSPROT	sp|P0AES5|GYRA_SHIFL		DNA gyrase subunit A			GYRA_SHIFL	False	True	90-100%	50-70% moderate	gyrA	DNA gyrase subunit A		False			458.5	"50-70%
moderate"	90-100%	
Q5F8Y9	[SWISSPROT]sp|A5U8S6|PAND_MYCTA	AF-Q5F8Y9-F1-model_v6	50.0	3.117e-19	139	127	126	746	1	126	1	125	0.9064748201438849	0.9921259842519685	SWISSPROT	sp|A5U8S6|PAND_MYCTA		Aspartate 1-decarboxylase			PAND_MYCTA	False	False	90-100%	30-50% remote	panD	Aspartate 1-decarboxylase		False			64.0	"30-50%
remote"	90-100%	beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors
Q5F8Z0	[SWISSPROT]sp|C0HMD9|DHP3_ECOLX	AF-Q5F8Z0-F1-model_v6	15.5	1.386e-08	263	280	261	373	16	267	2	262	0.9923954372623575	0.9321428571428572	SWISSPROT	sp|C0HMD9|DHP3_ECOLX		Dihydropteroate synthase type-3			DHP3_ECOLX	True	False	90-100%	<30% cryptic	kdsA	2-dehydro-3-deoxyphosphooctonate aldolase		False			140.5	"<30%
cryptic"	90-100%	Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of nucleotide sugars
Q5F900	[SWISSPROT]sp|A8C927|NPMA_ECOLX	AF-Q5F900-F1-model_v6	16.4	2.135e-07	219	221	185	308	11	195	36	219	0.8447488584474886	0.8371040723981901	SWISSPROT	sp|A8C927|NPMA_ECOLX		16S rRNA (adenine(1408)-N(1))-methyltransferase			NPMA_ECOLX	True	False	70-90%	<30% cryptic				False			111.0	"<30%
cryptic"	70-90%	
Q5F907	[CARD]gb|AAL19308.1|ARO:3000504|golS	AF-Q5F907-F1-model_v6	20.0	1.063e-06	154	135	130	287	3	132	1	121	0.8441558441558441	0.9629629629629629	CARD	gb|AAL19308.1|ARO:3000504|golS	ARO:3000504	resistance-nodulation-cell division (RND) antibiotic efflux pump	carbapenem;cephalosporin;monobactam;penicillin beta-lactam;phenicol antibiotic	antibiotic efflux	golS	True	False	90-100%	<30% cryptic				False			68.0	"<30%
cryptic"	90-100%	
Q5F908	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F908-F1-model_v6	10.2	3.603e-08	306	275	281	361	12	270	23	303	0.9183006535947712	1.0	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	True	90-100%	<30% cryptic		S-formylglutathione hydrolase		False			138.0	"<30%
cryptic"	90-100%	Methane metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism
Q5F911	[SWISSPROT]sp|P36979|RLMN_ECOLI	AF-Q5F911-F1-model_v6	58.3	5.486e-49	384	364	359	1910	2	358	17	375	0.9348958333333334	0.9862637362637363	SWISSPROT	sp|P36979|RLMN_ECOLI		Dual-specificity RNA methyltransferase RlmN			RLMN_ECOLI	False	False	90-100%	50-70% moderate	rlmN	Dual-specificity RNA methyltransferase RlmN		False			182.5	"50-70%
moderate"	90-100%	
Q5F913	[SWISSPROT]sp|P59655|DHPS_STRR6	AF-Q5F913-F1-model_v6	13.9	8.078e-08	314	421	290	375	22	286	7	296	0.9235668789808917	0.6888361045130641	SWISSPROT	sp|P59655|DHPS_STRR6		Dihydropteroate synthase			DHPS_STRR6	True	False	50-70%	<30% cryptic	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)		False			211.0	"<30%
cryptic"	50-70%	
Q5F929	[SWISSPROT]sp|P25397|TEHB_ECOLI	AF-Q5F929-F1-model_v6	15.1	3.996e-10	197	238	181	404	57	237	23	197	0.9187817258883249	0.7605042016806722	SWISSPROT	sp|P25397|TEHB_ECOLI		Tellurite methyltransferase			TEHB_ECOLI	True	True	70-90%	<30% cryptic	trmB	tRNA (guanine-N(7)-)-methyltransferase		False			119.5	"<30%
cryptic"	70-90%	
Q5F932	[SWISSPROT]sp|P23648|NSR_LACLL	AF-Q5F932-F1-model_v6	13.1	2.731e-14	318	491	384	593	3	386	1	302	1.0	0.7820773930753564	SWISSPROT	sp|P23648|NSR_LACLL		Nisin-resistance protein			NSR_LACLL	True	False	70-90%	<30% cryptic				False			246.0	"<30%
cryptic"	70-90%	
Q5F938	[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F938-F1-model_v6	14.9	1.9389999999999998e-22	642	570	545	1002	25	569	247	633	0.8489096573208723	0.956140350877193	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic	proS	Proline--tRNA ligase		False			285.5	"<30%
cryptic"	90-100%	Aminoacyl-tRNA biosynthesis
Q5F940	[SWISSPROT]sp|P00484|CAT3_ECOLX	AF-Q5F940-F1-model_v6	19.4	3.747e-11	213	529	197	473	328	524	27	211	0.9248826291079812	0.3724007561436673	SWISSPROT	sp|P00484|CAT3_ECOLX		Chloramphenicol acetyltransferase 3			CAT3_ECOLX	True	True	30-50%	<30% cryptic		Acetyltransferase component of pyruvate dehydrogenase complex		False			265.0	"<30%
cryptic"	30-50%	Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pyruvate metabolism;Lipoic acid metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism
Q5F948	[CARD]gb|AAP82271.1|ARO:3004123|Bpse_Omp38	AF-Q5F948-F1-model_v6	10.0	4.922e-08	374	497	350	372	197	497	25	374	0.9358288770053476	0.704225352112676	CARD	gb|AAP82271.1|ARO:3004123|Bpse_Omp38	ARO:3004123	General Bacterial Porin with reduced permeability to beta-lactams	carbapenem;cephalosporin;monobactam;penicillin beta-lactam	reduced permeability to antibiotic	Bpse_Omp38	True	False	70-90%	<30% cryptic				False			249.0	"<30%
cryptic"	70-90%	
Q5F969	[CARD]gb|MCO7070877.1|ARO:3007433|almE	AF-Q5F969-F1-model_v6	19.1	4.306e-39	556	517	523	1613	5	517	29	551	0.9406474820143885	1.0	CARD	gb|MCO7070877.1|ARO:3007433|almE	ARO:3007433	alm glycyltransferase;polymyxin resistance operon	peptide antibiotic	antibiotic target alteration	almE	True	True	90-100%	<30% cryptic		Long-chain-fatty-acid--CoA ligase		False			259.0	"<30%
cryptic"	90-100%	Fatty acid biosynthesis;Fatty acid degradation;Metabolic pathways;Fatty acid metabolism;Quorum sensing;Peroxisome
Q5F9D9	[SWISSPROT]sp|A8FRR4|ARNB_SHESH	AF-Q5F9D9-F1-model_v6	15.3	7.744e-14	388	395	387	583	27	393	1	387	0.9974226804123711	0.979746835443038	SWISSPROT	sp|A8FRR4|ARNB_SHESH		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransfera			ARNB_SHESH	True	True	90-100%	<30% cryptic		Putative 8-amino-7-oxononanoate synthase		False			198.0	"<30%
cryptic"	90-100%	Lysine biosynthesis;Metabolic pathways;Microbial metabolism in diverse environments;Biosynthesis of amino acids
Q5F9F1	[CARD]gb|ADZ12699.1|ARO:3005091|RanA	AF-Q5F9F1-F1-model_v6	30.2	9.057000000000001e-25	258	358	236	1037	3	238	2	237	0.9147286821705426	0.659217877094972	CARD	gb|ADZ12699.1|ARO:3005091|RanA	ARO:3005091	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	RanA	False	True	50-70%	30-50% remote				False			179.5	"30-50%
remote"	50-70%	Sulfur metabolism;ABC transporters
Q5F9F3	[CARD]gb|QWY17602.1|ARO:3009035|RAA-1	AF-Q5F9F3-F1-model_v6	14.9	1.772e-10	290	389	255	445	41	279	32	286	0.8793103448275862	0.6555269922879178	CARD	gb|QWY17602.1|ARO:3009035|RAA-1	ARO:3009035	RAA beta-lactamase	cephalosporin	antibiotic inactivation	RAA-1	True	False	50-70%	<30% cryptic		serine-type D-Ala-D-Ala carboxypeptidase		False			195.0	"<30%
cryptic"	50-70%	Peptidoglycan biosynthesis;Metabolic pathways
Q5F9F8	[CARD]gb|AAB64408.1|ARO:3007050|mreA	AF-Q5F9F8-F1-model_v6	15.3	5.268e-06	311	278	272	266	1	272	1	257	0.8745980707395499	0.9784172661870504	CARD	gb|AAB64408.1|ARO:3007050|mreA	ARO:3007050	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux	mreA	True	False	90-100%	<30% cryptic	panC	Pantothenate synthetase		False			139.5	"<30%
cryptic"	90-100%	beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors
Q5F9G0	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F9G0-F1-model_v6	17.0	4.78e-09	341	263	216	386	8	223	127	339	0.6334310850439883	0.8212927756653993	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	70-90%	<30% cryptic				False			132.0	"<30%
cryptic"	70-90%	Cysteine and methionine metabolism;Arginine and proline metabolism;Glutathione metabolism;Metabolic pathways;Biosynthesis of secondary metabolites
Q5F9G1	[CARD]gb|UXD71803.1|ARO:3007459|EstT	AF-Q5F9G1-F1-model_v6	12.8	1.479e-07	306	213	274	337	3	203	24	297	0.8954248366013072	1.0	CARD	gb|UXD71803.1|ARO:3007459|EstT	ARO:3007459	macrolide esterase	macrolide antibiotic	antibiotic inactivation	EstT	True	False	90-100%	<30% cryptic				False			107.0	"<30%
cryptic"	90-100%	
Q5F9G8	[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F9G8-F1-model_v6	14.1	6.505e-18	642	431	425	809	3	427	255	630	0.661993769470405	0.9860788863109049	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	True	90-100%	<30% cryptic	hisS	Histidine--tRNA ligase		False			216.0	"<30%
cryptic"	90-100%	Aminoacyl-tRNA biosynthesis
Q5F9I6	[CARD]gb|AAK37618.1|ARO:3005008|TxR	AF-Q5F9I6-F1-model_v6	19.5	1.772e-09	318	763	244	413	475	718	29	249	0.7672955974842768	0.3197903014416776	CARD	gb|AAK37618.1|ARO:3005008|TxR	ARO:3005008	ATP-binding cassette (ABC) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux	TxR	True	True	30-50%	<30% cryptic	clpA			False			382.0	"<30%
cryptic"	30-50%	
Q5F9I9	[CARD]gb|AAP74657.1|ARO:3000600|Erm(34)	AF-Q5F9I9-F1-model_v6	14.7	2.725e-07	281	514	214	323	196	409	23	198	0.7615658362989324	0.4163424124513619	CARD	gb|AAP74657.1|ARO:3000600|Erm(34)	ARO:3000600	Erm 23S ribosomal RNA methyltransferase	lincosamide antibiotic;macrolide antibiotic;streptogramin A antibiotic;streptogramin B antibiotic;streptogramin antibiotic	antibiotic target alteration	Erm(34)	True	False	30-50%	<30% cryptic		site-specific DNA-methyltransferase (adenine-specific)		False			257.5	"<30%
cryptic"	30-50%	
Q5F9J0	[SWISSPROT]sp|B2TW38|ARNA_SHIB3	AF-Q5F9J0-F1-model_v6	16.9	5.461e-17	526	334	337	714	1	332	182	518	0.6406844106463878	1.0	SWISSPROT	sp|B2TW38|ARNA_SHIB3		Putative bifunctional polymyxin resistance protein ArnA			ARNA_SHIB3	True	True	90-100%	<30% cryptic	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase		False			167.5	"<30%
cryptic"	90-100%	Biosynthesis of various nucleotide sugars;Metabolic pathways;Biosynthesis of nucleotide sugars
Q5F9J6	[SWISSPROT]sp|P0A8M3|SYT_ECOLI	AF-Q5F9J6-F1-model_v6	11.5	1.672e-10	642	383	356	493	5	360	255	576	0.5545171339563862	0.9295039164490861	SWISSPROT	sp|P0A8M3|SYT_ECOLI		Threonine--tRNA ligase			SYT_ECOLI	True	False	90-100%	<30% cryptic	hisZ	ATP phosphoribosyltransferase regulatory subunit		False			192.0	"<30%
cryptic"	90-100%	
Q5F9J8	[SWISSPROT]sp|P37340|MDTK_ECOLI	AF-Q5F9J8-F1-model_v6	34.4	6.257e-27	457	459	456	1552	10	457	1	456	0.9978118161925602	0.9934640522875817	SWISSPROT	sp|P37340|MDTK_ECOLI		Multidrug resistance protein MdtK			MDTK_ECOLI	False	True	90-100%	30-50% remote		Multidrug-efflux transporter		False			230.0	"30-50%
remote"	90-100%	
Q5F9K1	[SWISSPROT]sp|B2TW38|ARNA_SHIB3	AF-Q5F9K1-F1-model_v6	14.8	8.502e-11	526	258	295	469	1	248	176	470	0.5608365019011406	1.0	SWISSPROT	sp|B2TW38|ARNA_SHIB3		Putative bifunctional polymyxin resistance protein ArnA			ARNA_SHIB3	True	False	90-100%	<30% cryptic		NAD-dependent epimerase/dehydratase domain-containing protein		False			129.5	"<30%
cryptic"	90-100%	
Q5F9K5	[SWISSPROT]sp|O25608|RDXA_HELPY	AF-Q5F9K5-F1-model_v6	21.9	5.523e-18	210	221	221	727	1	221	1	210	1.0	1.0	SWISSPROT	sp|O25608|RDXA_HELPY		Oxygen-insensitive NADPH nitroreductase			RDXA_HELPY	True	False	90-100%	<30% cryptic				False			111.0	"<30%
cryptic"	90-100%	
Q5F9K7	[SWISSPROT]sp|Q8L0X4|MEGL_FUSNP	AF-Q5F9K7-F1-model_v6	38.7	2.751e-43	395	385	390	1839	1	384	6	395	0.9873417721518988	1.0	SWISSPROT	sp|Q8L0X4|MEGL_FUSNP		L-methionine gamma-lyase			MEGL_FUSNP	False	True	90-100%	30-50% remote				False			193.0	"30-50%
remote"	90-100%	Cysteine and methionine metabolism;Selenocompound metabolism;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of amino acids
Q5F9K8	[SWISSPROT]sp|C0HMD9|DHP3_ECOLX	AF-Q5F9K8-F1-model_v6	11.8	1.438e-06	263	333	298	295	35	332	2	257	1.0	0.8948948948948949	SWISSPROT	sp|C0HMD9|DHP3_ECOLX		Dihydropteroate synthase type-3			DHP3_ECOLX	True	True	70-90%	<30% cryptic		Delta-aminolevulinic acid dehydratase		False			167.0	"<30%
cryptic"	70-90%	Porphyrin metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Biosynthesis of cofactors
Q5F9L0	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F9L0-F1-model_v6	10.6	4.081e-06	341	206	174	274	32	205	175	335	0.5102639296187683	0.8446601941747572	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	70-90%	<30% cryptic	rlmE	Ribosomal RNA large subunit methyltransferase E		False			103.5	"<30%
cryptic"	70-90%	
Q5F9L9	[CARD]gb|ADZ12699.1|ARO:3005091|RanA	AF-Q5F9L9-F1-model_v6	27.9	1.909e-24	258	251	250	1024	1	250	1	247	0.9689922480620154	0.9960159362549801	CARD	gb|ADZ12699.1|ARO:3005091|RanA	ARO:3005091	ATP-binding cassette (ABC) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux	RanA	True	True	90-100%	<30% cryptic				False			126.0	"<30%
cryptic"	90-100%	ABC transporters
Q5F9M1	[CARD]gb|VWQ00850.1|ARO:3003843|leuO	AF-Q5F9M1-F1-model_v6	11.7	1.738e-08	314	274	217	371	36	252	100	314	0.6910828025477707	0.791970802919708	CARD	gb|VWQ00850.1|ARO:3003843|leuO	ARO:3003843	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics;nucleoside antibiotic	antibiotic efflux	leuO	True	False	70-90%	<30% cryptic				False			137.5	"<30%
cryptic"	70-90%	ABC transporters;Flagellar assembly
Q5F9M3	[SWISSPROT]sp|B1MDE5|HELR_MYCA9	AF-Q5F9M3-F1-model_v6	16.2	2.558e-09	753	1200	623	482	10	632	198	712	0.8273572377158035	0.5191666666666667	SWISSPROT	sp|B1MDE5|HELR_MYCA9		RNA polymerase recycling motor protein HelD/HelR			HELR_MYCA9	True	False	50-70%	<30% cryptic	recB	RecBCD enzyme subunit RecB		False			600.5	"<30%
cryptic"	50-70%	Homologous recombination
Q5F9M8	[SWISSPROT]sp|P25397|TEHB_ECOLI	AF-Q5F9M8-F1-model_v6	14.5	3.651e-07	197	374	168	297	13	179	29	196	0.8527918781725888	0.44919786096256686	SWISSPROT	sp|P25397|TEHB_ECOLI		Tellurite methyltransferase			TEHB_ECOLI	True	True	30-50%	<30% cryptic		Cytosine-specific methyltransferase		False			187.5	"<30%
cryptic"	30-50%	Cysteine and methionine metabolism;Metabolic pathways
Q5F9P9	[CARD]gb|CAC41371.2|ARO:3007119|tet(O/32/O)	AF-Q5F9P9-F1-model_v6	19.2	1.021e-34	639	597	613	1513	1	478	1	613	0.9593114241001565	1.0	CARD	gb|CAC41371.2|ARO:3007119|tet(O/32/O)	ARO:3007119	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection	tet(O/32/O)	True	True	90-100%	<30% cryptic	lepA	Elongation factor 4		False			299.0	"<30%
cryptic"	90-100%	
Q5F9Q9	[SWISSPROT]sp|B2TW38|ARNA_SHIB3	AF-Q5F9Q9-F1-model_v6	12.6	1.194e-15	526	287	333	661	1	285	182	514	0.6330798479087453	1.0	SWISSPROT	sp|B2TW38|ARNA_SHIB3		Putative bifunctional polymyxin resistance protein ArnA			ARNA_SHIB3	True	True	90-100%	<30% cryptic		dTDP-4-dehydrorhamnose reductase		False			144.0	"<30%
cryptic"	90-100%	
Q5F9R4	[CARD]gb|QWJ89340.1|ARO:3008074|ASU1-1	AF-Q5F9R4-F1-model_v6	15.3	2.48e-12	319	312	316	574	6	310	1	316	0.9905956112852664	1.0	CARD	gb|QWJ89340.1|ARO:3008074|ASU1-1	ARO:3008074	ASU1 beta-lactamase	cephalosporin	antibiotic inactivation	ASU1-1	True	False	90-100%	<30% cryptic				False			156.5	"<30%
cryptic"	90-100%	
Q5F9R8	[CARD]gb|ACR56004.1|ARO:3007110|nimH	AF-Q5F9R8-F1-model_v6	14.5	1.449e-06	151	159	141	296	1	129	11	151	0.9337748344370861	0.8867924528301887	CARD	gb|ACR56004.1|ARO:3007110|nimH	ARO:3007110	nitroimidazole reductase	nitroimidazole antibiotic	antibiotic inactivation	nimH	True	False	70-90%	<30% cryptic		Lipoprotein		False			80.0	"<30%
cryptic"	70-90%	
Q5F9R9	[CARD]gb|AAL02176.1|ARO:3004669|emtA	AF-Q5F9R9-F1-model_v6	15.8	6.159e-10	341	245	196	420	49	244	177	334	0.5747800586510264	0.8	CARD	gb|AAL02176.1|ARO:3004669|emtA	ARO:3004669	non-erm 23S ribosomal RNA methyltransferase (G748)	lincosamide antibiotic;macrolide antibiotic;orthosomycin antibiotic	antibiotic target alteration	emtA	True	True	70-90%	<30% cryptic	ubiE	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE		False			123.0	"<30%
cryptic"	70-90%	Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of cofactors
